tiempo_formato,potenciometro
00:33.603,0.0
00:33.600,0.0
00:33.597,0.0
00:33.594,0.0
00:33.591,0.0
00:33.588,0.0
00:33.585,0.0
00:33.582,0.0
00:33.579,0.0
00:33.575,0.0
00:33.572,0.0
00:33.569,0.0
00:33.566,0.0
00:33.563,0.0
00:33.560,0.0
00:33.557,0.0
00:33.554,0.0
00:33.551,0.0
00:33.548,0.0
00:33.545,0.0
00:33.542,0.0
00:33.539,0.0
00:33.536,0.0
00:33.533,0.0
00:33.530,0.0
00:33.527,0.0
00:33.524,0.0
00:33.521,0.0
00:33.518,0.0
00:33.515,0.0
00:33.512,0.0
00:33.509,0.0
00:33.506,0.0
00:33.503,0.0
00:33.500,0.0
00:33.496,0.0
00:33.493,0.0
00:33.490,0.0
00:33.487,0.0
00:33.484,0.0
00:33.481,0.0
00:33.478,0.0
00:33.475,0.0
00:33.472,0.0
00:33.469,0.0
00:33.466,0.0
00:33.463,0.0
00:33.460,0.0
00:33.457,0.0
00:33.454,0.0
00:33.451,0.0
00:33.447,0.0
00:33.444,0.0
00:33.441,0.0
00:33.438,0.0
00:33.435,0.0
00:33.432,0.0
00:33.429,0.0
00:33.426,0.0
00:33.423,0.0
00:33.420,0.0
00:33.417,0.0
00:33.414,0.0
00:33.411,0.0
00:33.408,0.0
00:33.405,0.0
00:33.402,0.0
00:33.399,0.0
00:33.396,0.0
00:33.393,0.0
00:33.390,0.0
00:33.387,0.0
00:33.384,0.0
00:33.381,0.0
00:33.378,0.0
00:33.375,0.0
00:33.371,0.0
00:33.368,0.0
00:33.365,0.0
00:33.362,0.0
00:33.359,0.0
00:33.356,0.0
00:33.353,0.0
00:33.350,0.0
00:33.347,0.0
00:33.344,0.0
00:33.341,0.0
00:33.338,0.0
00:33.335,0.0
00:33.332,0.0
00:33.329,0.0
00:33.326,0.0
00:33.323,0.0
00:33.319,0.0
00:33.316,0.0
00:33.313,0.0
00:33.310,0.0
00:33.307,0.0
00:33.304,0.0
00:33.301,0.0
00:33.298,0.0
00:33.295,0.0
00:33.292,0.0
00:33.289,0.0
00:33.286,0.0
00:33.283,0.0
00:33.280,0.0
00:33.277,0.0
00:33.274,0.0
00:33.271,0.0
00:33.268,0.0
00:33.265,0.0
00:33.262,0.0
00:33.259,0.0
00:33.256,0.0
00:33.253,0.0
00:33.250,0.0
00:33.246,0.0
00:33.243,0.0
00:33.240,0.0
00:33.237,0.0
00:33.234,0.0
00:33.231,0.0
00:33.228,0.0
00:33.225,0.0
00:33.222,0.0
00:33.219,0.0
00:33.216,0.0
00:33.213,0.0
00:33.210,0.0
00:33.207,0.0
00:33.204,0.0
00:33.201,0.0
00:33.198,0.0
00:33.195,0.0
00:33.191,0.0
00:33.188,0.0
00:33.185,0.0
00:33.182,0.0
00:33.179,0.0
00:33.176,0.0
00:33.173,0.0
00:33.170,0.0
00:33.167,0.0
00:33.164,0.0
00:33.161,0.0
00:33.158,0.0
00:33.155,0.0
00:33.152,0.0
00:33.149,0.0
00:33.146,0.0
00:33.143,0.0
00:33.140,0.0
00:33.137,0.0
00:33.134,0.0
00:33.131,0.0
00:33.128,0.0
00:33.125,0.0
00:33.121,0.0
00:33.118,0.0
00:33.115,0.0
00:33.112,0.0
00:33.109,0.0
00:33.106,0.0
00:33.103,0.0
00:33.100,0.0
00:33.097,0.0
00:33.094,0.0
00:33.091,0.0
00:33.088,0.0
00:33.085,0.0
00:33.082,0.0
00:33.079,0.0
00:33.076,0.0
00:33.073,0.0
00:33.070,0.0
00:33.067,0.0
00:33.063,0.0
00:33.060,0.0
00:33.057,0.0
00:33.054,0.0
00:33.051,0.0
00:33.048,0.0
00:33.045,0.0
00:33.042,0.0
00:33.039,0.0
00:33.036,0.0
00:33.033,0.0
00:33.030,0.0
00:33.027,0.0
00:33.024,0.0
00:33.021,0.0
00:33.018,0.0
00:33.015,0.0
00:33.012,0.0
00:33.009,0.0
00:33.006,0.0
00:33.003,0.0
00:33.000,0.0
00:32.996,0.0
00:32.993,0.0
00:32.990,0.0
00:32.987,0.0
00:32.984,0.0
00:32.981,0.0
00:32.978,0.0
00:32.975,0.0
00:32.972,0.0
00:32.969,0.0
00:32.966,0.0
00:32.963,0.0
00:32.960,0.0
00:32.957,0.0
00:32.954,0.0
00:32.951,0.0
00:32.948,0.0
00:32.945,0.0
00:32.942,0.0
00:32.939,0.0
00:32.935,0.0
00:32.932,0.0
00:32.929,0.0
00:32.926,0.0
00:32.923,0.0
00:32.920,0.0
00:32.917,0.0
00:32.914,0.0
00:32.911,0.0
00:32.908,0.0
00:32.905,0.0
00:32.902,0.0
00:32.899,0.0
00:32.896,0.0
00:32.893,0.0
00:32.890,0.0
00:32.887,0.0
00:32.884,0.0
00:32.881,0.0
00:32.878,0.0
00:32.875,0.0
00:32.871,0.0
00:32.868,0.0
00:32.865,0.0
00:32.862,0.0
00:32.859,0.0
00:32.856,0.0
00:32.853,0.0
00:32.850,0.0
00:32.847,0.0
00:32.844,0.0
00:32.841,0.0
00:32.838,0.0
00:32.835,0.0
00:32.832,0.0
00:32.829,0.0
00:32.826,0.0
00:32.823,0.0
00:32.820,0.0
00:32.817,0.0
00:32.814,0.0
00:32.811,0.0
00:32.807,0.0
00:32.804,0.0
00:32.801,0.0
00:32.798,0.0
00:32.795,0.0
00:32.792,0.0
00:32.789,0.0
00:32.786,0.0
00:32.783,0.0
00:32.780,0.0
00:32.777,0.0
00:32.774,0.0
00:32.771,0.0
00:32.768,0.0
00:32.765,0.0
00:32.762,0.0
00:32.759,0.0
00:32.756,0.0
00:32.753,0.0
00:32.750,0.0
00:32.746,0.0
00:32.743,0.0
00:32.740,0.0
00:32.737,0.0
00:32.734,0.0
00:32.731,0.0
00:32.728,0.0
00:32.725,0.0
00:32.722,0.0
00:32.719,0.0
00:32.716,0.0
00:32.713,0.0
00:32.710,0.0
00:32.707,0.0
00:32.704,0.0
00:32.701,0.0
00:32.698,0.0
00:32.695,0.0
00:32.692,0.0
00:32.689,0.0
00:32.686,0.0
00:32.682,0.0
00:32.679,0.0
00:32.676,0.0
00:32.673,0.0
00:32.670,0.0
00:32.667,0.0
00:32.664,0.0
00:32.661,0.0
00:32.658,0.0
00:32.655,0.0
00:32.652,0.0
00:32.649,0.0
00:32.646,0.0
00:32.643,0.0
00:32.640,0.0
00:32.637,0.0
00:32.634,0.0
00:32.631,0.0
00:32.628,0.0
00:32.625,0.0
00:32.621,0.0
00:32.618,0.0
00:32.615,0.0
00:32.612,0.0
00:32.609,0.0
00:32.606,0.0
00:32.603,0.0
00:32.600,0.0
00:32.597,0.0
00:32.594,0.0
00:32.591,0.0
00:32.588,0.0
00:32.585,0.0
00:32.582,0.0
00:32.579,0.0
00:32.576,0.0
00:32.573,0.0
00:32.570,0.0
00:32.567,0.0
00:32.564,0.0
00:32.561,0.0
00:32.557,0.0
00:32.554,0.0
00:32.551,0.0
00:32.548,0.0
00:32.545,0.0
00:32.542,0.0
00:32.539,0.0
00:32.536,0.0
00:32.533,0.0
00:32.530,0.0
00:32.527,0.0
00:32.524,0.0
00:32.521,0.0
00:32.518,0.0
00:32.515,0.0
00:32.512,0.0
00:32.509,0.0
00:32.506,0.0
00:32.503,0.0
00:32.500,0.0
00:32.496,0.0
00:32.493,0.0
00:32.490,0.0
00:32.487,0.0
00:32.484,0.0
00:32.481,0.0
00:32.478,0.0
00:32.475,0.0
00:32.472,0.0
00:32.469,0.0
00:32.466,0.0
00:32.463,0.0
00:32.460,0.0
00:32.457,0.0
00:32.454,0.0
00:32.451,0.0
00:32.448,0.0
00:32.445,0.0
00:32.442,0.0
00:32.439,0.0
00:32.435,0.0
00:32.432,0.0
00:32.429,0.0
00:32.426,0.0
00:32.423,0.0
00:32.420,0.0
00:32.417,0.0
00:32.414,0.0
00:32.411,0.0
00:32.408,0.0
00:32.405,0.0
00:32.402,0.0
00:32.399,0.0
00:32.396,0.0
00:32.393,0.0
00:32.390,0.0
00:32.387,0.0
00:32.384,0.0
00:32.381,0.0
00:32.378,0.0
00:32.375,0.0
00:32.371,0.0
00:32.368,0.0
00:32.365,0.0
00:32.362,0.0
00:32.359,0.0
00:32.356,0.0
00:32.353,0.0
00:32.350,0.0
00:32.347,0.0
00:32.344,0.0
00:32.341,0.0
00:32.338,0.0
00:32.335,0.0
00:32.332,0.0
00:32.329,0.0
00:32.326,0.0
00:32.323,0.0
00:32.320,0.0
00:32.317,0.0
00:32.314,0.0
00:32.310,0.0
00:32.307,0.0
00:32.304,0.0
00:32.301,0.0
00:32.298,0.0
00:32.295,0.0
00:32.292,0.0
00:32.289,0.0
00:32.286,0.0
00:32.283,0.0
00:32.280,0.0
00:32.277,0.0
00:32.274,0.0
00:32.271,0.0
00:32.268,0.0
00:32.265,0.0
00:32.262,0.0
00:32.259,0.0
00:32.256,0.0
00:32.253,0.0
00:32.250,0.0
00:32.246,0.0
00:32.243,0.0
00:32.240,0.0
00:32.237,0.0
00:32.234,0.0
00:32.231,0.0
00:32.228,0.0
00:32.225,0.0
00:32.222,0.0
00:32.219,0.0
00:32.216,0.0
00:32.213,0.0
00:32.210,0.0
00:32.207,0.0
00:32.204,0.0
00:32.201,0.0
00:32.198,0.0
00:32.195,0.0
00:32.192,0.0
00:32.189,0.0
00:32.185,0.0
00:32.182,0.0
00:32.179,0.0
00:32.176,0.0
00:32.173,0.0
00:32.170,0.0
00:32.167,0.0
00:32.164,0.0
00:32.161,0.0
00:32.158,0.0
00:32.155,0.0
00:32.152,0.0
00:32.149,0.0
00:32.146,0.0
00:32.143,0.0
00:32.140,0.0
00:32.137,0.0
00:32.134,0.0
00:32.131,0.0
00:32.128,0.0
00:32.125,0.0
00:32.121,0.0
00:32.118,0.0
00:32.115,0.0
00:32.112,0.0
00:32.109,0.0
00:32.106,0.0
00:32.103,0.0
00:32.100,0.0
00:32.097,0.0
00:32.094,0.0
00:32.091,0.0
00:32.088,0.0
00:32.085,0.0
00:32.082,0.0
00:32.079,0.0
00:32.076,0.0
00:32.073,0.0
00:32.070,0.0
00:32.067,0.0
00:32.064,0.0
00:32.060,0.0
00:32.057,0.0
00:32.054,0.0
00:32.051,0.0
00:32.048,0.0
00:32.045,0.0
